"restaurant_name","title","description","date","rating","reviewer_destination","restaurant_price","ranking"
Xi Yan Shaw,Good food but the service staff spoil the entire experience!,Let me start by saying that I love Xi Yan private dining so I was quite pleased to hear that it started the Shaw Center unit that does not require reservation ahead and cater to small group. I was extremely disappointed. Firstly  the good :, 17 February 2016,1,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,chinese food with a slight twist at orchard rd,Location- At shaw centre on the 3rd level. Nearest train station is Orchard. Food - I must state that I didn't really read the menu carefully. We ordered 1 rice superior fish soup and 1 niang doufu noodles. The niang doufu noodles is quite okay., 16 January 2016,3,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Beyond Casual Dining,Xi Yan is located in Shaw Center on 3rd floor. The location is not so ideal near the corner. But a lot of people are eating at restaurant. The food is really delicious. We ordered bitter gourd with minced pork  bean sprout and marinated duck., 13 December 2015,4,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Centrally located Chinese Fast Food,A spin-off from their banquet style resturant  this outlet offers the same high quality tasty Chinese dishes but with mid-range prices  no-frills everyday dishes  fast service and down-to-earth ambience. Located on the third floor of Shaw Centre in the heart of Orchard Road shopping district., 12 October 2015,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Healthy Choice for Chinese  Tofu Based Menus  very popular and tasty Chinese,There are no questions that there are many Chinese restaurants in Singapore. Xi Yan offers more healthy choices and also very good value for money. I liked their Tofu related theme as well as their noodle choices. Stafffs are friendly and it is very popular., 21 September 2015,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,A different kind of Chinese cuisine,Innovative cooking  or classical dishes with a twist - the food is surprisingly good and creative for such a small restaurant. Now that they have settled in  service is also much better - friendly and knowledgeable. Good value too., 22 August 2015,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Gem of a place,Known originally as a private dining place  XI Yan's little restuarant tucked into the corner of level 3 of Shaw Centre in Singapore  is a little gem of a place. Casual  but neat and appealing  the restaurant offers innovative dishes  like its private dining menu., 4 July 2015,5,New York City  New York,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Fast service,My husband and I visited on Father's Day and it was very crowded. The restaurant manager politely informed us that they could not take in any more guests on that day so we decided to visit again the following week. It was on Sunday at, 30 June 2015,4,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Lights switched off 25 mins before restaurant's official closing time,Bizzaire experience of having the staff gather at a table  all heads turned to our direction with frowns on their faces. A few minutes later  one of them decided to switch off the lights to drive the message home. Funny  it was 9.35pm and the, 19 May 2015,2,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Overrated,I was lured here by a glowing review in a local newspaper. Eager to share a good find  I dragged my colleague along. When we arrived for lunch on a weekday  there was a good crowd. Looks good. I ordered Rice in Superior Fish Soup, 9 January 2015,3,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Nothing special,We went there on a weekday evening and there was no queue. Since there were only two of us  we were assigned a small table. It was so small that later it couldn't fit all the dishes (three dishes  two glasses of drinks and later, 13 December 2014,3,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Comforting Food,10 years after Xi Yan opened their private dining restaurant on Craig Road  the latest addition featuring fast and comfort food carries on the same tradition - delicious  fuss-free food which is tasty without relying on expensive ingredients like sharks-fin and abalone which are synonymous, 26 November 2014,4,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Decent  easy on the pocket,I was there shortly after it opened. Casual dining  no fuss. I tried the Basil Prawn Noodles in Spicy Wine Broth. It was delicious  but a bit too salty for my taste. It would have been better if they held back on the salt. Even, 13 November 2014,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Slow Service Spoilt Experience,The restaurant has a casual dining concept  different from its sister outlet Xi Yan Private Dining. Place is very small and tables are placed very close to each other. Not much privacy to speak about. Expect to queue for a table. Service is extremely slow., 5 November 2014,3,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
